Path,Instrument (in full),Instrument (abbr.),Pitch,Dynamics
Nsynth/nsynth-test/audio/bass_synthetic_009-069-050.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_009-069-127.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_033-069-050.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_033-069-127.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_034-069-025.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_068-069-025.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_098-069-025.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_098-069-075.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_098-069-100.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_134-069-025.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_134-069-075.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_135-069-025.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/bass_synthetic_135-069-075.wav,bass,bass,A4,
Nsynth/nsynth-test/audio/brass_acoustic_006-069-025.wav,brass,brass,A4,
Nsynth/nsynth-test/audio/brass_acoustic_006-069-127.wav,brass,brass,A4,
Nsynth/nsynth-test/audio/brass_acoustic_016-069-100.wav,brass,brass,A4,
Nsynth/nsynth-test/audio/brass_acoustic_046-069-127.wav,brass,brass,A4,
Nsynth/nsynth-test/audio/flute_acoustic_002-069-025.wav,flute,flute,A4,
Nsynth/nsynth-test/audio/guitar_acoustic_010-069-025.wav,guitar,guitar,A4,
Nsynth/nsynth-test/audio/guitar_acoustic_010-069-100.wav,guitar,guitar,A4,
Nsynth/nsynth-test/audio/guitar_acoustic_014-069-025.wav,guitar,guitar,A4,
Nsynth/nsynth-test/audio/guitar_acoustic_021-069-025.wav,guitar,guitar,A4,
Nsynth/nsynth-test/audio/guitar_acoustic_021-069-127.wav,guitar,guitar,A4,
Nsynth/nsynth-test/audio/guitar_electronic_028-069-025.wav,guitar,guitar,A4,
Nsynth/nsynth-test/audio/keyboard_acoustic_004-069-025.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_acoustic_004-069-100.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_acoustic_004-069-127.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_001-069-127.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_003-069-100.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_069-069-100.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_078-069-025.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_078-069-100.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_098-069-050.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_electronic_098-069-100.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/keyboard_synthetic_000-069-100.wav,keyboard,keyboard,A4,
Nsynth/nsynth-test/audio/mallet_acoustic_062-069-100.wav,mallet,mallet,A4,
Nsynth/nsynth-test/audio/organ_electronic_001-069-127.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/organ_electronic_007-069-075.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/organ_electronic_028-069-050.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/organ_electronic_028-069-075.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/organ_electronic_057-069-025.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/organ_electronic_057-069-075.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/organ_electronic_113-069-075.wav,organ,organ,A4,
Nsynth/nsynth-test/audio/reed_acoustic_011-069-050.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/reed_acoustic_011-069-100.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/reed_acoustic_018-069-050.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/reed_acoustic_023-069-075.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/reed_acoustic_023-069-127.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/reed_acoustic_037-069-075.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/reed_acoustic_037-069-127.wav,reed,reed,A4,
Nsynth/nsynth-test/audio/string_acoustic_056-069-025.wav,string,string,A4,
Nsynth/nsynth-test/audio/string_acoustic_057-069-075.wav,string,string,A4,
Nsynth/nsynth-test/audio/vocal_acoustic_000-069-050.wav,vocal,vocal,A4,
Nsynth/nsynth-train/audio/bass_electronic_015-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_electronic_015-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_electronic_015-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_electronic_015-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_electronic_015-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_000-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_000-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_000-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_000-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_000-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_001-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_001-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_001-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_001-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_001-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_002-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_002-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_002-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_002-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_002-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_003-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_003-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_003-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_003-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_003-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_004-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_004-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_004-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_004-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_004-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_005-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_005-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_005-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_005-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_005-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_006-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_006-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_006-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_006-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_006-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_007-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_007-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_007-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_007-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_007-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_008-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_008-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_008-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_008-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_008-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_010-069-025.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_010-069-050.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_010-069-075.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_010-069-100.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_010-069-127.wav,bass,bassA4,
Nsynth/nsynth-train/audio/bass_synthetic_011-069-025.wav,bass,bassA4,
